kode_produk,nama_produk,harga_rupiah,stok,kategori,last_updated
"PRD00037","blouse wanita",200960,"97","PAKAIAN","1740943140"
"PRD00038","rok anak",457000,"256","PAKAIAN","1734730200"
"PRD00039","blouse wanita",0,"207","PAKAIAN","2024-01-05 14:48:00"
"PRD00040","sepatu  casual",82000,"259","PAKAIAN","03/04/2023 02:20"
"PRD00041","BAJU ANAK  PEREMPUAN",121000,"275","pakaian","06-05-2023"
"PRD00042","BAJU ANAK PEREMPUAN",0,"183","pakaian","1680899640"
"PRD00043","kaos olahraga",292000,"6","PAKAIAN","2025-08-20 05:44:00"
"PRD00044","sarung tangan bayi",134000,"69","pakian","2023-02-27 12:43:00"
"PRD00045","blouse wanita",0,"254","pakian","2023/11/08"
"PRD00046","blouse wanita",0,"106","clothes","19 Nov 2025"
"PRD00047","sweater  rajut",33000,"107","PAKAIAN","2024-03-02 02:10:00"
"PRD00048","sweater rajut",0,"11","PAKAIAN","19/06/2025 05:38"
"PRD00049","BAJU ANAK PEREMPUAN",217000,"267","pakaian","2025/06/13"
"PRD00050","BaJu Bayi",273000,"299","clothes","03-29-2023"
"PRD00051","celana jeans pria",304960,"165","pakaian","04-12-2026"
"PRD00052","BaJu Bayi",286080,"3","pakian","2023/03/08"
"PRD00053","KEMEJA SEKOLAH",275000,"224","pakian","26 Oct 2025"
"PRD00054","sepatu casual",382000,"180","pakian","07 Apr 2026"
"PRD00055","sepatu casual",356000,"266","pakian","30/09/2025 14:18"
"PRD00056","sepatu casual",201000,"19","pakian","2023-01-22 07:48:00"
"PRD00057","kaos olahraga",0,"257","pakian","04 Jan 2026"
"PRD00058","piyama anak",269000,"299","clothes","03 Sep 2025"
"PRD00059","KEMEJA SEKOLAH",0,"50","pakian","11/09/2025 06:26"
"PRD00060","dress pesta",358000,"70","clothes","2023/04/08"
"PRD00061","blouse wanita",138000,"106","pakaian","2024-10-18 05:32:00"
"PRD00062","sarung  tangan bayi",0,"76","clothes","1727912520"
"PRD00063","topi sekolah",412960,"94","PAKAIAN","01-08-2023"
"PRD00064","rok anak",198000,"87","pakian","09 Sep 2023"
"PRD00065","celana jeans pria",0,"220","clothes","25/07/2025 14:24"
"PRD00066","blouse wanita",0,"231","pakian","2025/11/21"
"PRD00067","BAJU  ANAK PEREMPUAN",98000,"166","pakaian","2023-11-24 23:43:00"
"PRD00068","topi sekolah",0,"195","pakaian","05-18-2025"
"PRD00069","dress  pesta",482080,"","PAKAIAN","08/12/2023 20:43"
"PRD00070","kaos olahraga",203000,"","PAKAIAN","2025/02/09"
"PRD00071","baju anak laki-laki",0,"278","clothes","2023-05-27 22:17:00"
"PRD00072","BAJU ANAK PEREMPUAN",0,"207","pakian","1745564820"
"PRD00073","KEMEJA  SEKOLAH",446080,"157","clothes","2023/10/22"
"PRD00074","blouse wanita",316000,"145","pakian","2023-07-16 14:10:00"
"PRD00075","baju anak laki-laki",407000,"87","clothes","2023-02-07 14:39:00"
"PRD00076","topi sekolah",71000,"","clothes","2026-03-08 07:49:00"
"PRD00077","celana jeans pria",261000,"104","pakian","04/02/2026 04:17"
"PRD00078","baju anak  laki-laki",328000,"74","PAKAIAN","2024/03/31"
"PRD00079","topi sekolah",67000,"90","pakaian","28/06/2024 14:07"
"PRD00080","dress pesta",82080,"170","pakian","2023-01-25 13:59:00"
"PRD00081","topi sekolah",0,"285","clothes","01-04-2026"
"PRD00082","sweater rajut",239000,"69","pakian","1746107400"
"PRD00083","celana jeans pria",303000,"192","PAKAIAN","27 Feb 2025"
"PRD00084","sepatu casual",337000,"64","pakaian","13/10/2023 20:09"
"PRD00085","sweater rajut",190000,"225","pakian","06-27-2025"
"PRD00086","kaos  olahraga",113000,"102","PAKAIAN","12-29-2025"
"PRD00087","BAJU  ANAK PEREMPUAN",0,"219","PAKAIAN","2024-04-23 18:45:00"
"PRD00088","rok  anak",0,"83","pakian","1774996500"
"PRD00089","sepatu casual",0,"1","pakian","2024-10-04 09:52:00"
"PRD00090","BAJU ANAK  PEREMPUAN",51040,"178","pakaian","2026-03-26 10:59:00"
"PRD00091","baju anak laki-laki",110080,"232","PAKAIAN","04-28-2023"
"PRD00092","kaos olahraga",0,"170","clothes","06-12-2023"
"PRD00093","BaJu Bayi",0,"125","PAKAIAN","2025-05-30 22:08:00"
"PRD00094","KEMEJA SEKOLAH",289000,"220","PAKAIAN","13 Nov 2025"
"PRD00095","blouse wanita",251000,"217","pakaian","17/08/2023 03:15"
"PRD00096","BAJU  ANAK PEREMPUAN",46000,"93","pakian","27 Apr 2024"
"PRD00097","KEMEJA SEKOLAH",372960,"216","pakian","30 Aug 2023"
"PRD00098","dress pesta",0,"278","pakaian","2026/03/12"
"PRD00099","celana jeans pria",453000,"76","clothes","1768154580"
"PRD00100","BaJu  Bayi",82000,"248","clothes","1771989420"
"PRD00101","celana jeans pria",102080,"128","pakaian","2026/03/09"
"PRD00102","baju anak  laki-laki",472000,"96","pakaian","05-07-2023"
"PRD00103","celana jeans pria",0,"193","clothes","29/03/2026 23:06"
"PRD00104","dress pesta",0,"147","pakaian","2023-04-30 22:20:00"
"PRD00105","sepatu casual",268000,"292","pakian","2025/06/28"
"PRD00106","sweater rajut",444000,"15","PAKAIAN","04 Apr 2023"
"PRD00107","sweater rajut",184000,"229","pakian","2026-03-27 11:37:00"
"PRD00108","baju anak  laki-laki",0,"263","pakian","09-05-2025"
"PRD00109","kaos olahraga",0,"154","clothes","04-11-2025"
"PRD00110","topi sekolah",177000,"257","pakian","2024/09/12"
"PRD00111","kaos olahraga",241000,"111","pakian","2025-02-20 15:25:00"
"PRD00112","celana  jeans pria",0,"78","clothes","1744481400"
"PRD00113","piyama  anak",183000,"99","pakaian","05-11-2023"
"PRD00114","BaJu  Bayi",288000,"82","pakaian","2025/09/11"
"PRD00115","kaos  olahraga",495040,"39","clothes","02-19-2025"
"PRD00116","KEMEJA SEKOLAH",469000,"108","pakian","2023-01-21 15:57:00"
"PRD00117","KEMEJA SEKOLAH",243000,"264","pakian","06-24-2025"
"PRD00118","BaJu Bayi",498000,"179","clothes","2023-06-10 22:26:00"
"PRD00119","BAJU ANAK PEREMPUAN",0,"128","pakaian","2024/10/09"
"PRD00120","celana jeans pria",468000,"283","pakaian","27/02/2026 15:18"
"PRD00121","BaJu  Bayi",274000,"5","clothes","08-27-2024"
"PRD00122","piyama anak",252000,"247","pakian","29 Aug 2023"
"PRD00123","BaJu Bayi",0,"4","pakaian","10/01/2024 09:04"
"PRD00124","celana jeans pria",338000,"277","clothes","1754672760"
"PRD00125","blouse wanita",151000,"62","clothes","2025-12-17 22:18:00"
"PRD00126","sarung tangan bayi",347000,"70","clothes","2024/04/22"
"PRD00127","blouse  wanita",352000,"149","pakaian","16 Apr 2026"
"PRD00128","jaket hoodie",56000,"190","clothes","2026/01/05"
"PRD00129","celana jeans pria",118000,"200","pakian","26 Jan 2024"
"PRD00130","BaJu Bayi",47000,"118","pakian","28/03/2026 20:08"
"PRD00131","piyama anak",137000,"8","clothes","2025-04-27 03:21:00"
"PRD00132","dress pesta",356000,"","PAKAIAN","04-13-2026"
"PRD00133","piyama anak",210000,"94","pakaian","26 Apr 2023"
"PRD00134","KEMEJA SEKOLAH",123000,"175","pakaian","06 Feb 2025"
"PRD00135","sepatu casual",370080,"201","clothes","1723678920"
"PRD00136","jaket hoodie",168000,"210","pakaian","2023-12-25 12:31:00"
"PRD00137","topi sekolah",83000,"63","pakian","2026-03-09 11:10:00"
"PRD00138","celana jeans pria",248960,"128","clothes","03-20-2026"
"PRD00139","sepatu casual",474000,"230","PAKAIAN","08/03/2025 03:53"
"PRD00140","baju anak laki-laki",402000,"85","PAKAIAN","1757219820"
"PRD00141","baju anak laki-laki",455000,"119","pakian","2026-02-22 06:50:00"
"PRD00142","BAJU ANAK PEREMPUAN",180000,"184","pakaian","02/10/2023 14:27"
"PRD00143","rok anak",148960,"275","pakaian","2024/05/03"
"PRD00144","dress pesta",129000,"196","pakaian","2024/04/11"
"PRD00145","piyama anak",0,"35","PAKAIAN","06-07-2023"
"PRD00146","kaos olahraga",0,"32","PAKAIAN","02/09/2024 10:26"
"PRD00147","piyama  anak",209000,"54","pakaian","2026-04-15 07:23:00"
"PRD00148","BAJU ANAK PEREMPUAN",0,"14","pakaian","04-06-2025"
"PRD00149","piyama anak",235000,"295","clothes","2023/10/24"
"PRD00150","KEMEJA SEKOLAH",468000,"83","pakaian","30 Jan 2024"
"PRD00151","kaos olahraga",47000,"122","pakian","08-30-2023"
"PRD00152","BAJU ANAK PEREMPUAN",43000,"211","pakaian","2026/03/21"
"PRD00153","baju anak laki-laki",463000,"","pakian","1726016280"
"PRD00154","sepatu casual",0,"184","pakian","06-24-2024"
"PRD00155","baju anak laki-laki",391000,"271","pakian","27/06/2024 12:25"
"PRD00156","KEMEJA SEKOLAH",331000,"145","clothes","02-09-2025"
"PRD00157","BaJu Bayi",0,"261","pakaian","02-18-2023"
"PRD00158","blouse wanita",153000,"34","PAKAIAN","2024/03/14"
"PRD00159","blouse wanita",446000,"220","pakian","1695686100"
"PRD00160","jaket hoodie",0,"272","PAKAIAN","15/01/2023 21:01"
"PRD00161","BAJU ANAK PEREMPUAN",25000,"159","clothes","29 Jan 2024"
"PRD00162","topi  sekolah",0,"65","clothes","19 May 2023"
"PRD00163","blouse wanita",0,"40","pakaian","27 Aug 2025"
"PRD00164","BaJu Bayi",0,"297","pakaian","1682281260"
"PRD00165","jaket hoodie",313000,"214","pakaian","1711793280"
"PRD00166","sarung  tangan bayi",0,"256","PAKAIAN","1692399240"
"PRD00167","kaos olahraga",311000,"224","clothes","1746007920"
"PRD00168","BaJu  Bayi",144000,"187","PAKAIAN","1743654300"
"PRD00169","BaJu Bayi",0,"27","clothes","28 Aug 2023"
"PRD00170","baju anak laki-laki",246000,"268","pakian","03-22-2023"
"PRD00171","KEMEJA SEKOLAH",462080,"115","clothes","12/07/2024 10:42"
"PRD00172","blouse wanita",0,"146","PAKAIAN","2024-03-15 06:33:00"
"PRD00173","dress  pesta",335000,"287","pakian","04-27-2025"
"PRD00174","kaos olahraga",478000,"235","pakian","01-05-2025"
"PRD00175","celana jeans pria",296000,"237","pakian","11-04-2023"
"PRD00176","sarung  tangan bayi",360000,"136","pakian","12-08-2025"
"PRD00177","blouse wanita",26000,"168","PAKAIAN","1721977380"
"PRD00178","baju anak laki-laki",347040,"237","PAKAIAN","02-05-2023"
"PRD00179","sarung  tangan bayi",417000,"256","clothes","25 Feb 2024"
"PRD00180","KEMEJA SEKOLAH",415040,"","pakaian","2024/01/30"
"PRD00181","BAJU ANAK PEREMPUAN",202000,"96","PAKAIAN","2025/12/23"
"PRD00182","sepatu casual",441000,"230","pakaian","11-05-2025"
"PRD00183","BaJu Bayi",0,"88","PAKAIAN","28/07/2023 12:26"
"PRD00184","baju  anak laki-laki",481000,"78","clothes","26/03/2023 07:45"
"PRD00185","BaJu Bayi",482000,"54","PAKAIAN","09/08/2024 05:06"
"PRD00186","BaJu Bayi",224960,"115","clothes","2024-11-01 01:48:00"
"PRD00187","sweater rajut",0,"182","pakaian","08-10-2023"
"PRD00188","sarung  tangan bayi",347000,"163","pakian","1765893540"
"PRD00189","KEMEJA  SEKOLAH",364000,"83","pakaian","1711923660"
"PRD00190","piyama anak",0,"215","pakian","27 Jan 2023"
"PRD00191","rok anak",123000,"207","pakaian","1683114960"
"PRD00192","sepatu casual",499000,"114","pakian","2025/11/12"
"PRD00193","dress pesta",0,"46","pakaian","2023/06/17"
"PRD00194","celana jeans pria",27000,"34","clothes","2023-04-22 08:53:00"
"PRD00195","BAJU ANAK PEREMPUAN",142000,"296","clothes","13/05/2025 09:05"
"PRD00196","piyama anak",0,"178","PAKAIAN","31/05/2025 16:38"
"PRD00197","piyama anak",227000,"261","pakaian","14 Jun 2024"
"PRD00198","BaJu Bayi",0,"88","PAKAIAN","2025/06/08"
"PRD00199","dress pesta",384000,"130","pakaian","1718819880"
"PRD00200","BaJu Bayi",308000,"199","PAKAIAN","01/02/2025 12:04"
"PRD00201","dress pesta",0,"12","PAKAIAN","01-04-2024"
"PRD00202","baju anak  laki-laki",477000,"127","pakaian","2026/01/04"
"PRD00203","celana jeans pria",368000,"177","pakaian","2024/08/30"
"PRD00204","KEMEJA SEKOLAH",0,"260","PAKAIAN","21/07/2023 10:50"
"PRD00205","jaket hoodie",0,"287","clothes","1736305200"
"PRD00206","baju  anak laki-laki",277000,"0","clothes","15/11/2024 07:21"
"PRD00207","topi  sekolah",393000,"26","pakian","30/08/2025 10:59"
"PRD00208","BaJu Bayi",379040,"155","clothes","2023-05-27 21:19:00"
"PRD00209","topi sekolah",292000,"249","pakian","2025/11/15"
"PRD00210","dress pesta",429000,"191","pakian","17 Sep 2025"
"PRD00211","blouse  wanita",310000,"163","pakaian","04-03-2024"
"PRD00212","celana jeans pria",50000,"11","clothes","2023/08/03"
"PRD00213","jaket hoodie",485000,"284","pakaian","2025/06/01"
"PRD00214","sweater  rajut",483000,"","pakaian","18/05/2025 02:55"
"PRD00215","dress  pesta",348000,"149","pakian","04-14-2025"
"PRD00216","BAJU ANAK PEREMPUAN",0,"36","pakaian","2023/06/17"
"PRD00217","piyama anak",36000,"289","pakaian","25 May 2024"
"PRD00218","piyama anak",265000,"14","clothes","10/11/2023 03:09"
"PRD00219","dress  pesta",110,"195","pakaian","13/09/2025 19:05"
"PRD00220","sepatu casual",428000,"218","pakian","2023/08/06"
"PRD00221","sepatu casual",189000,"14","pakian","07-10-2025"
"PRD00222","kaos  olahraga",0,"182","clothes","09/11/2024 06:48"
"PRD00223","KEMEJA SEKOLAH",212000,"226","pakaian","2024/07/06"
"PRD00224","topi sekolah",255000,"4","pakian","02-04-2023"
"PRD00225","BaJu  Bayi",353000,"129","PAKAIAN","2024-09-25 12:06:00"
"PRD00226","BaJu Bayi",0,"53","pakaian","29 Dec 2024"
"PRD00227","blouse wanita",82000,"217","PAKAIAN","1761390840"
"PRD00228","jaket hoodie",0,"171","clothes","21/04/2025 16:55"
"PRD00229","BaJu Bayi",0,"215","PAKAIAN","08/11/2023 19:03"
"PRD00230","dress pesta",0,"87","clothes","28/07/2023 01:12"
"PRD00231","KEMEJA SEKOLAH",421000,"168","PAKAIAN","2023/01/23"
"PRD00232","KEMEJA SEKOLAH",393000,"113","pakaian","2026-03-15 14:34:00"
"PRD00233","dress pesta",25000,"45","clothes","02 May 2026"
"PRD00234","sarung tangan bayi",307000,"158","pakaian","07/11/2025 11:16"
"PRD00235","baju anak laki-laki",265000,"85","PAKAIAN","2025-10-25 03:26:00"
"PRD00236","BAJU ANAK PEREMPUAN",176000,"187","PAKAIAN","11-23-2024"
"PRD00237","BAJU ANAK PEREMPUAN",216960,"251","clothes","06-14-2023"
"PRD00238","kaos olahraga",281000,"38","clothes","18 Mar 2024"
"PRD00239","BAJU ANAK PEREMPUAN",425000,"268","pakaian","12-06-2024"
"PRD00240","piyama anak",285000,"46","pakian","2023/11/05"
"PRD00241","topi  sekolah",347000,"118","pakian","03-01-2023"
"PRD00242","BAJU ANAK PEREMPUAN",283040,"90","clothes","1753810860"
"PRD00243","KEMEJA SEKOLAH",36960,"173","PAKAIAN","2023/09/21"
"PRD00244","KEMEJA SEKOLAH",0,"127","clothes","11/10/2025 11:49"
"PRD00245","baju anak laki-laki",384000,"197","pakaian","01/12/2025 08:33"
"PRD00246","blouse wanita",0,"107","clothes","2023-12-23 05:12:00"
"PRD00247","sweater rajut",204000,"221","PAKAIAN","2023/07/26"
"PRD00248","sweater rajut",59000,"99","pakian","08 Nov 2024"
"PRD00249","blouse wanita",37000,"94","PAKAIAN","09-19-2025"
"PRD00250","KEMEJA  SEKOLAH",0,"68","pakian","1728688260"
"PRD00251","kaos olahraga",0,"56","PAKAIAN","2023-08-29 14:02:00"
"PRD00252","topi sekolah",386000,"140","PAKAIAN","08 Aug 2023"
"PRD00253","jaket hoodie",0,"162","PAKAIAN","1684542360"
"PRD00254","sepatu casual",120,"226","pakian","20 Mar 2026"
"PRD00255","dress pesta",494000,"","PAKAIAN","2023-10-15 03:04:00"
"PRD00256","sarung tangan bayi",340000,"193","PAKAIAN","2023/09/27"
"PRD00257","sepatu casual",227000,"296","PAKAIAN","28/01/2025 05:11"
"PRD00258","BAJU ANAK PEREMPUAN",116000,"196","PAKAIAN","24 May 2024"
"PRD00259","topi sekolah",420960,"82","clothes","1675773060"
"PRD00260","celana jeans pria",427000,"80","PAKAIAN","1726498440"
"PRD00261","celana jeans pria",0,"34","pakian","2023-10-07 14:17:00"
"PRD00262","piyama anak",221000,"213","pakaian","08-08-2023"
"PRD00263","kaos  olahraga",97000,"144","PAKAIAN","21 Aug 2023"
"PRD00264","blouse wanita",224960,"47","PAKAIAN","01/05/2023 18:47"
"PRD00265","topi sekolah",183000,"141","clothes","03/03/2023 10:38"
"PRD00266","KEMEJA SEKOLAH",472960,"281","pakaian","2024/05/16"
"PRD00267","BAJU ANAK PEREMPUAN",0,"261","pakian","1696691040"
"PRD00268","sarung  tangan  bayi",366000,"35","clothes","2025/07/21"
"PRD00269","celana  jeans pria",420,"133","clothes","1749055680"
"PRD00270","blouse wanita",232000,"259","pakaian","19/02/2024 22:46"
"PRD00271","BAJU ANAK PEREMPUAN",403000,"203","pakian","2023-12-28 12:38:00"
"PRD00272","sweater rajut",342000,"170","pakian","05-30-2025"
"PRD00273","BaJu Bayi",197000,"11","pakian","2025/10/20"
"PRD00274","sepatu casual",32000,"212","pakaian","2023-08-26 09:11:00"
"PRD00275","baju anak laki-laki",129000,"132","pakian","28/11/2024 03:03"
"PRD00276","kaos  olahraga",198000,"98","PAKAIAN","20 Feb 2023"
"PRD00277","rok anak",315000,"269","clothes","19 Feb 2023"
"PRD00278","KEMEJA  SEKOLAH",167040,"47","pakaian","01-07-2025"
"PRD00279","piyama anak",496000,"152","pakian","15 Jun 2025"
"PRD00280","BAJU  ANAK PEREMPUAN",0,"256","clothes","03/08/2024 12:52"
"PRD00281","sweater rajut",487000,"289","pakaian","12/03/2024 19:36"
"PRD00282","topi  sekolah",0,"190","pakian","11-03-2024"
"PRD00283","KEMEJA SEKOLAH",0,"6","pakian","2025/07/11"
"PRD00284","BaJu Bayi",0,"108","pakian","2023-06-27 04:09:00"
"PRD00285","BAJU ANAK PEREMPUAN",189000,"262","pakaian","08-10-2025"
"PRD00286","sweater rajut",374000,"42","PAKAIAN","26/11/2024 01:36"
"PRD00287","topi sekolah",267000,"","clothes","12-11-2024"
"PRD00288","blouse wanita",344000,"236","pakian","2023/10/31"
"PRD00289","BAJU ANAK PEREMPUAN",88000,"109","pakaian","11 Apr 2024"
"PRD00290","kaos olahraga",0,"289","clothes","28 Jul 2023"
"PRD00291","topi sekolah",339000,"26","PAKAIAN","2025-06-15 04:04:00"
"PRD00292","sarung tangan  bayi",0,"13","pakaian","01-11-2024"
"PRD00293","baju anak laki-laki",0,"255","pakian","1717296600"
"PRD00294","jaket  hoodie",0,"","pakian","10-03-2023"
"PRD00295","kaos olahraga",0,"35","pakian","2024/09/21"
"PRD00296","sweater rajut",0,"278","PAKAIAN","1719604740"
"PRD00297","celana jeans  pria",0,"201","PAKAIAN","06-01-2025"
"PRD00298","rok  anak",62000,"","PAKAIAN","01 Jun 2023"
"PRD00299","BAJU ANAK PEREMPUAN",129000,"210","pakian","28/04/2026 02:16"
"PRD00300","blouse wanita",446000,"150","pakian","2024/05/06"
"PRD00301","celana jeans pria",0,"16","PAKAIAN","2023/01/14"
"PRD00302","blouse wanita",223040,"244","pakaian","17 Jul 2023"
"PRD00303","sepatu casual",60,"78","pakaian","16/08/2025 17:59"
"PRD00304","topi sekolah",33000,"273","pakaian","03-11-2026"
"PRD00305","sarung  tangan bayi",379000,"180","PAKAIAN","31 Oct 2024"
"PRD00306","KEMEJA SEKOLAH",0,"178","PAKAIAN","26 Jun 2023"
"PRD00307","KEMEJA SEKOLAH",0,"205","pakian","06/05/2025 03:28"
"PRD00308","topi sekolah",171000,"289","PAKAIAN","11-09-2023"
"PRD00309","KEMEJA SEKOLAH",0,"228","pakian","1713741360"
"PRD00310","BAJU  ANAK PEREMPUAN",216000,"28","pakaian","04-19-2025"
"PRD00311","rok anak",381000,"178","pakian","26 Apr 2025"
"PRD00312","blouse wanita",0,"151","pakian","30/05/2025 14:10"
"PRD00313","blouse wanita",0,"99","pakian","25/11/2024 23:03"
"PRD00314","piyama anak",212000,"212","PAKAIAN","24 May 2023"
"PRD00315","sarung tangan bayi",0,"109","clothes","2024-04-05 14:52:00"
"PRD00316","piyama  anak",200000,"184","pakaian","2026/01/23"
"PRD00317","BAJU ANAK PEREMPUAN",406000,"15","clothes","2023/05/04"
"PRD00318","jaket hoodie",0,"263","pakian","2025-10-23 07:05:00"
"PRD00319","jaket hoodie",0,"234","pakaian","2023-10-27 19:35:00"
"PRD00320","piyama anak",442000,"284","PAKAIAN","1687481460"
"PRD00321","KEMEJA SEKOLAH",403000,"295","pakaian","2024/01/27"
"PRD00322","kaos olahraga",222000,"23","PAKAIAN","11-23-2023"
"PRD00323","baju anak laki-laki",0,"211","PAKAIAN","08-26-2024"
"PRD00324","blouse wanita",29000,"237","clothes","09/04/2025 09:19"
"PRD00325","baju anak laki-laki",0,"72","pakaian","2024/04/26"
"PRD00326","KEMEJA SEKOLAH",0,"217","pakian","2026-02-15 21:37:00"
"PRD00327","KEMEJA SEKOLAH",419000,"71","pakaian","03/08/2023 11:00"
"PRD00328","dress pesta",0,"287","clothes","2023/06/16"
"PRD00329","dress pesta",0,"97","PAKAIAN","1674448620"
"PRD00330","sweater rajut",172000,"284","pakian","2025-11-04 15:45:00"
"PRD00331","rok anak",192000,"81","PAKAIAN","2025/02/21"
"PRD00332","blouse wanita",350,"92","clothes","2024-12-06 12:43:00"
"PRD00333","kaos olahraga",194000,"62","pakian","07-17-2023"
"PRD00334","piyama anak",0,"160","pakian","27 Feb 2025"
"PRD00335","KEMEJA SEKOLAH",0,"38","clothes","1709671560"
"PRD00336","jaket hoodie",0,"200","clothes","14/09/2024 15:51"
"PRD00337","sweater  rajut",107000,"197","pakaian","29/04/2024 14:43"
"PRD00338","BAJU ANAK PEREMPUAN",381000,"295","pakian","1768658040"
"PRD00339","sarung tangan  bayi",28000,"283","pakaian","12-23-2023"
"PRD00340","sarung  tangan bayi",0,"213","PAKAIAN","01-15-2026"
"PRD00341","kaos olahraga",0,"102","clothes","2025-03-27 02:26:00"
"PRD00342","topi sekolah",0,"293","clothes","1681034160"
"PRD00343","KEMEJA SEKOLAH",490000,"8","PAKAIAN","04-19-2025"
"PRD00344","blouse wanita",342000,"235","PAKAIAN","1769581320"
"PRD00345","BaJu Bayi",193000,"167","PAKAIAN","2024-03-23 08:23:00"
"PRD00346","sweater rajut",453000,"105","pakian","15 Apr 2025"
"PRD00347","BaJu Bayi",404000,"197","clothes","26 Jan 2024"
"PRD00348","baju anak  laki-laki",0,"161","clothes","1767772320"
"PRD00349","celana jeans pria",350000,"142","clothes","05/03/2026 08:49"
"PRD00350","baju  anak  laki-laki",159000,"196","pakaian","12-31-2025"
"PRD00351","sweater rajut",460000,"13","clothes","20 Jun 2025"
"PRD00352","sarung tangan bayi",143000,"157","pakian","2023/03/24"
"PRD00353","kaos olahraga",372000,"283","pakaian","2023/12/22"
"PRD00354","blouse wanita",259040,"219","pakian","2023/05/19"
"PRD00355","BAJU ANAK  PEREMPUAN",365000,"192","pakaian","01/06/2025 06:47"
"PRD00356","kaos olahraga",196000,"120","pakian","1741430520"
"PRD00357","celana jeans  pria",60000,"149","PAKAIAN","06-14-2025"
"PRD00358","kaos olahraga",0,"148","pakian","2026/04/10"
"PRD00359","rok anak",261000,"204","pakian","03/04/2024 14:55"
"PRD00360","jaket hoodie",0,"150","PAKAIAN","28/12/2024 10:47"
"PRD00361","piyama  anak",340960,"72","PAKAIAN","1729892160"
"PRD00362","topi sekolah",0,"207","PAKAIAN","1707891960"
"PRD00363","KEMEJA SEKOLAH",287000,"224","pakian","04-03-2025"
"PRD00364","dress pesta",80000,"231","pakian","09/12/2023 21:15"
"PRD00365","sarung tangan  bayi",357000,"209","pakaian","1718515680"
"PRD00366","sweater rajut",0,"234","pakian","06 Oct 2024"
"PRD00367","topi sekolah",328000,"58","pakaian","07 Dec 2025"
"PRD00368","blouse wanita",276960,"151","pakian","1697012400"
"PRD00369","KEMEJA  SEKOLAH",0,"247","clothes","13/06/2025 01:28"
"PRD00370","topi sekolah",0,"86","pakaian","14 Jun 2024"
"PRD00371","sarung tangan bayi",0,"154","pakian","01/09/2025 00:46"
"PRD00372","jaket hoodie",303040,"291","pakian","22/01/2025 01:10"
"PRD00373","BAJU ANAK PEREMPUAN",489000,"126","PAKAIAN","2024/08/21"
"PRD00374","celana jeans pria",285000,"132","pakaian","29 Jun 2023"
"PRD00375","sepatu casual",220000,"37","PAKAIAN","2024/07/14"
"PRD00376","piyama anak",252000,"","pakaian","20 Mar 2025"
"PRD00377","blouse wanita",134000,"119","pakian","30/01/2025 20:11"
"PRD00378","blouse wanita",292960,"3","PAKAIAN","2024/05/01"
